class,category,indicator_name,series_name,sub_series_name,parameter,value,units,date_last_updated
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-10-28,19518,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-10-29,17994,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-10-30,19973,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-10-31,18763,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-01,16765,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-02,19641,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-03,16822,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-04,19899,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-05,18687,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-06,19445,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-07,18520,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-08,16807,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-09,16271,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-10,16687,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-11,18888,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-12,19446,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-13,19440,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-14,20420,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-15,16914,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-16,17624,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-17,16591,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-18,20539,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-19,19055,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-20,20085,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-21,19733,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-22,17278,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-23,17736,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-24,16464,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-25,18914,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-26,18933,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-27,18633,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-28,20168,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-29,16341,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-11-30,18072,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-01,17029,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-02,20071,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-03,21969,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-04,18624,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-05,19325,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-06,17326,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-07,19416,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-08,17556,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-09,21122,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-10,20952,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-11,21235,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-12,21227,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-13,19771,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-14,21688,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-15,22044,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-16,24442,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-17,22965,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-18,23090,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-19,21109,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-20,22365,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-21,23564,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-22,23498,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-23,25548,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-24,24533,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-25,21310,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-26,22155,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-27,21843,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-28,21196,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-29,20976,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-30,21766,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2016-12-31,21259,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-01,21063,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-02,22530,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-03,22943,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-04,22731,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-05,22892,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-06,22781,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-07,23711,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-08,23550,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-09,22521,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-10,20940,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-11,21652,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-12,20519,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-13,21532,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-14,22435,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-15,21297,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-16,21782,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-17,20079,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-18,23849,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-19,21523,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-20,23678,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-21,22141,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-22,23283,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-23,20866,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-24,21025,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-25,23024,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-26,22562,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-27,21255,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-28,21329,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-29,21854,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-30,21571,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-01-31,20912,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-01,21437,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-02,19791,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-03,24097,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-04,21250,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-05,20370,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-06,21838,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-07,20228,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-08,21873,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-09,19432,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-10,21647,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-11,24235,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-12,22006,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-13,20585,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-14,19462,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-15,21200,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-16,20245,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-17,21046,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-18,22412,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-19,21711,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-20,22856,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-21,18469,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-22,18307,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-23,18471,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-24,20592,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-25,18179,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-26,19613,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-27,18575,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-02-28,18446,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-01,18932,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-02,16882,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-03,19179,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-04,19274,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-05,19993,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-06,18587,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-07,15537,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-08,15544,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-09,16532,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-10,18104,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-11,19102,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-12,19099,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-13,17662,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-14,14423,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-15,15589,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-16,15701,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-17,18115,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-18,18352,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-19,18854,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-20,18497,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-21,16005,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-22,15661,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-23,16851,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-24,16589,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-25,18735,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-26,18508,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-27,16152,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-28,13998,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-29,14324,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-30,15489,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-03-31,16891,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-04-01,20111,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-04-02,19418,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-04-03,16502,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-04-04,15207,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-04-05,14390,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-04-06,16129,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-04-07,18263,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-04-08,18803,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-04-09,18436,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-04-10,18236,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-04-11,16649,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-04-12,16388,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-04-13,19486,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-04-14,20669,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-04-15,17610,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-04-16,17188,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2017-04-17,18114,Number,13-05-21
